loan_id,income_thousand_eur,debt_to_income,prior_late_payments,defaulted,oracle_default_probability
875,62.13989700981788,0.24934058441240456,1,0,0.1336755427917092
876,63.44999351676922,0.19277068082468546,3,0,0.2697087696688088
877,63.835795570726084,0.20280836652517303,0,0,0.06341443381558953
878,31.020406635208037,0.47969669992189595,2,0,0.5474317658838479
879,45.02772294622528,0.2645863399082709,0,0,0.10244776651755796
880,37.927420319238,0.2931889848647534,1,0,0.20297197653352342
881,61.18028920050917,0.4410250600481993,3,0,0.5554600637547245
882,68.30272484103587,0.555666507218036,0,0,0.2587580829068795
883,68.76361538649371,0.13800976667296386,0,1,0.044671629794815676
884,57.87516401417402,0.6371335036218908,0,0,0.3690577617156285
885,80.6162050606163,0.4748330005161345,0,0,0.16963785028894562
886,36.09261284153222,0.19929472228902093,1,0,0.1422780561798425
887,71.46779784260805,0.3628281757516017,2,1,0.2981677159452484
888,36.55307602318681,0.16631410101500704,1,0,0.1234314220254418
889,90.57649336192783,0.3102434398592915,0,0,0.07601610549769067
890,71.18759717156803,0.033083092509316216,1,0,0.04673265060554013
891,66.60708708220422,0.6202794478408332,0,1,0.3269651116481963
892,96.1708704450811,0.2098425740191495,1,0,0.07821820641821285
893,54.789822308411495,0.15051020604539175,2,0,0.15775484992075642
894,26.478392558822016,0.5997266162915476,1,1,0.5599470210194786
895,68.04228729813879,0.14549473592473666,2,0,0.13492084769993992
896,62.177027524887436,0.3066253874132423,2,0,0.2661347887642416
897,56.06142432639754,0.45740559890895477,0,0,0.20146064231513494
898,48.4576712269673,0.21842643432101397,2,0,0.2187364148743215
899,109.05653961423542,0.27290538800830433,2,0,0.14947398779891452
900,53.39643149148394,0.024973821613849395,1,0,0.05515451302257885
