event_id,timestamp,sensor_id,temperature_c,quality,payload
evt-00003113,2026-01-01T00:08:26Z,sensor-010,-5.30,good,"zone=3, batch=12"
evt-00000545,2026-01-01T00:08:26Z,sensor-011,1.12,good,"zone=4, batch=2"
evt-00004444,2026-01-01T00:08:26Z,sensor-011,9.60,good,"zone=4, batch=17"
evt-00002816,2026-01-01T00:08:27Z,sensor-001,25.65,good,"zone=1, batch=11"
evt-00001829,2026-01-01T00:08:27Z,sensor-002,32.69,good,"zone=1, batch=7"
evt-00004136,2026-01-01T00:08:27Z,sensor-003,28.83,suspect,"zone=1, batch=16"
evt-00002599,2026-01-01T00:08:27Z,sensor-005,-4.75,good,"zone=1, batch=10"
evt-00001252,2026-01-01T00:08:27Z,sensor-009,1.69,good,"zone=1, batch=5"
evt-00001587,2026-01-01T00:08:27Z,sensor-012,-4.47,good,"zone=3, batch=6"
evt-00000193,2026-01-01T00:08:28Z,sensor-010,3.27,good,"zone=2, batch=0"
evt-00004781,2026-01-01T00:08:28Z,sensor-010,5.45,good,"zone=2, batch=19"
evt-00003907,2026-01-01T00:08:28Z,sensor-011,35.42,good,"zone=4, batch=15"
evt-00003550,2026-01-01T00:08:29Z,sensor-001,29.50,good,"zone=2, batch=14"
evt-00001997,2026-01-01T00:08:29Z,sensor-004,26.31,good,"zone=4, batch=7"
evt-00000503,2026-01-01T00:08:29Z,sensor-005,-7.90,good,"zone=1, batch=2"
evt-00003071,2026-01-01T00:08:30Z,sensor-001,4.99,good,"zone=2, batch=12"
evt-00004728,2026-01-01T00:08:30Z,sensor-001,12.90,good,"zone=4, batch=18"
evt-00004752,2026-01-01T00:08:30Z,sensor-001,-4.96,good,"zone=2, batch=19"
evt-00001509,2026-01-01T00:08:30Z,sensor-002,20.49,good,"zone=3, batch=6"
evt-00000934,2026-01-01T00:08:30Z,sensor-003,35.95,good,"zone=1, batch=3"
evt-00000596,2026-01-01T00:08:30Z,sensor-005,20.86,suspect,"zone=4, batch=2"
evt-00002262,2026-01-01T00:08:30Z,sensor-005,-9.90,good,"zone=2, batch=9"
evt-00001072,2026-01-01T00:08:30Z,sensor-011,12.55,suspect,"zone=2, batch=4"
evt-00002598,2026-01-01T00:08:31Z,sensor-002,8.96,suspect,"zone=4, batch=10"
evt-00000848,2026-01-01T00:08:31Z,sensor-003,-2.74,good,"zone=2, batch=3"
evt-00001818,2026-01-01T00:08:31Z,sensor-003,31.75,good,"zone=1, batch=7"
evt-00003260,2026-01-01T00:08:31Z,sensor-003,21.88,suspect,"zone=4, batch=13"
evt-00004229,2026-01-01T00:08:31Z,sensor-005,10.89,good,"zone=3, batch=16"
evt-00000108,2026-01-01T00:08:31Z,sensor-007,13.59,suspect,"zone=4, batch=0"
evt-00001416,2026-01-01T00:08:31Z,sensor-007,-1.34,suspect,"zone=4, batch=5"
evt-00003524,2026-01-01T00:08:31Z,sensor-008,26.24,good,"zone=3, batch=14"
evt-00003922,2026-01-01T00:08:31Z,sensor-008,17.88,good,"zone=1, batch=15"
evt-00000277,2026-01-01T00:08:32Z,sensor-002,34.76,good,"zone=4, batch=1"
evt-00002734,2026-01-01T00:08:32Z,sensor-003,26.94,good,"zone=4, batch=10"
evt-00004859,2026-01-01T00:08:32Z,sensor-003,14.65,good,"zone=4, batch=19"
evt-00001663,2026-01-01T00:08:32Z,sensor-006,22.06,good,"zone=2, batch=6"
evt-00003973,2026-01-01T00:08:32Z,sensor-010,33.37,suspect,"zone=2, batch=15"
evt-00000418,2026-01-01T00:08:32Z,sensor-012,5.03,good,"zone=4, batch=1"
evt-00001657,2026-01-01T00:08:32Z,sensor-012,10.65,suspect,"zone=4, batch=6"
evt-00000588,2026-01-01T00:08:33Z,sensor-004,8.02,good,"zone=4, batch=2"
evt-00001982,2026-01-01T00:08:33Z,sensor-004,1.43,good,"zone=1, batch=7"
evt-00003179,2026-01-01T00:08:33Z,sensor-004,20.77,good,"zone=4, batch=12"
evt-00000420,2026-01-01T00:08:33Z,sensor-008,37.33,good,"zone=1, batch=1"
evt-00002661,2026-01-01T00:08:33Z,sensor-010,15.06,good,"zone=1, batch=10"
evt-00000098,2026-01-01T00:08:33Z,sensor-012,-7.71,good,"zone=2, batch=0"
evt-00004587,2026-01-01T00:08:33Z,sensor-012,37.90,suspect,"zone=3, batch=18"
evt-00003525,2026-01-01T00:08:34Z,sensor-001,1.23,good,"zone=1, batch=14"
evt-00002552,2026-01-01T00:08:34Z,sensor-004,-3.63,good,"zone=1, batch=10"
evt-00000835,2026-01-01T00:08:34Z,sensor-006,-5.80,good,"zone=1, batch=3"
evt-00004119,2026-01-01T00:08:34Z,sensor-006,16.46,suspect,"zone=2, batch=16"
evt-00001554,2026-01-01T00:08:34Z,sensor-008,-1.88,suspect,"zone=3, batch=6"
evt-00004325,2026-01-01T00:08:34Z,sensor-009,29.08,suspect,"zone=4, batch=17"
evt-00000033,2026-01-01T00:08:34Z,sensor-010,29.00,good,"zone=3, batch=0"
evt-00002065,2026-01-01T00:08:34Z,sensor-012,17.52,good,"zone=2, batch=8"
evt-00000281,2026-01-01T00:08:35Z,sensor-002,-0.10,good,"zone=3, batch=1"
evt-00001989,2026-01-01T00:08:35Z,sensor-002,21.65,good,"zone=4, batch=7"
evt-00001869,2026-01-01T00:08:35Z,sensor-004,5.55,good,"zone=3, batch=7"
evt-00002483,2026-01-01T00:08:35Z,sensor-005,4.73,good,"zone=4, batch=9"
evt-00000103,2026-01-01T00:08:35Z,sensor-008,24.05,suspect,"zone=1, batch=0"
evt-00003452,2026-01-01T00:08:35Z,sensor-008,27.55,good,"zone=3, batch=13"
evt-00003763,2026-01-01T00:08:36Z,sensor-003,35.20,good,"zone=1, batch=15"
evt-00000481,2026-01-01T00:08:36Z,sensor-005,-10.58,suspect,"zone=4, batch=1"
evt-00003547,2026-01-01T00:08:36Z,sensor-005,-0.02,good,"zone=1, batch=14"
evt-00001118,2026-01-01T00:08:37Z,sensor-001,2.30,good,"zone=3, batch=4"
evt-00002985,2026-01-01T00:08:37Z,sensor-002,23.49,good,"zone=4, batch=11"
evt-00001452,2026-01-01T00:08:37Z,sensor-003,8.09,good,"zone=4, batch=5"
evt-00003519,2026-01-01T00:08:37Z,sensor-003,-3.13,good,"zone=2, batch=14"
evt-00000607,2026-01-01T00:08:37Z,sensor-005,-2.75,suspect,"zone=4, batch=2"
evt-00000112,2026-01-01T00:08:37Z,sensor-008,11.10,good,"zone=3, batch=0"
evt-00002230,2026-01-01T00:08:37Z,sensor-010,19.11,good,"zone=2, batch=8"
evt-00001216,2026-01-01T00:08:37Z,sensor-011,6.26,good,"zone=2, batch=4"
evt-00001423,2026-01-01T00:08:37Z,sensor-012,19.61,good,"zone=2, batch=5"
evt-00002197,2026-01-01T00:08:37Z,sensor-012,-5.24,good,"zone=2, batch=8"
evt-00004170,2026-01-01T00:08:38Z,sensor-003,24.25,good,"zone=1, batch=16"
evt-00003345,2026-01-01T00:08:38Z,sensor-005,3.52,suspect,"zone=3, batch=13"
evt-00002737,2026-01-01T00:08:38Z,sensor-007,-8.30,good,"zone=3, batch=10"
evt-00001956,2026-01-01T00:08:38Z,sensor-008,34.93,good,"zone=4, batch=7"
evt-00004161,2026-01-01T00:08:38Z,sensor-012,-3.10,suspect,"zone=2, batch=16"
evt-00001581,2026-01-01T00:08:39Z,sensor-002,9.63,good,"zone=4, batch=6"
evt-00002428,2026-01-01T00:08:39Z,sensor-005,-0.22,suspect,"zone=4, batch=9"
evt-00000811,2026-01-01T00:08:39Z,sensor-006,5.36,good,"zone=3, batch=3"
evt-00001066,2026-01-01T00:08:39Z,sensor-006,1.43,good,"zone=2, batch=4"
evt-00003377,2026-01-01T00:08:39Z,sensor-009,7.27,good,"zone=3, batch=13"
evt-00002059,2026-01-01T00:08:39Z,sensor-012,9.26,good,"zone=4, batch=8"
evt-00001855,2026-01-01T00:08:40Z,sensor-001,2.33,good,"zone=2, batch=7"
evt-00003719,2026-01-01T00:08:40Z,sensor-001,32.77,suspect,"zone=4, batch=14"
evt-00003361,2026-01-01T00:08:40Z,sensor-002,23.56,good,"zone=4, batch=13"
evt-00004388,2026-01-01T00:08:40Z,sensor-003,-7.05,suspect,"zone=3, batch=17"
evt-00000734,2026-01-01T00:08:40Z,sensor-004,17.99,suspect,"zone=4, batch=2"
evt-00001494,2026-01-01T00:08:40Z,sensor-005,14.32,good,"zone=3, batch=5"
evt-00004717,2026-01-01T00:08:40Z,sensor-006,23.05,good,"zone=4, batch=18"
evt-00004604,2026-01-01T00:08:40Z,sensor-008,32.10,good,"zone=1, batch=18"
evt-00001550,2026-01-01T00:08:40Z,sensor-009,14.59,suspect,"zone=3, batch=6"
evt-00000977,2026-01-01T00:08:40Z,sensor-010,1.16,good,"zone=2, batch=3"
evt-00004159,2026-01-01T00:08:42Z,sensor-001,6.70,good,"zone=3, batch=16"
evt-00003084,2026-01-01T00:08:42Z,sensor-002,-1.73,good,"zone=3, batch=12"
evt-00000308,2026-01-01T00:08:42Z,sensor-004,17.43,good,"zone=4, batch=1"
evt-00002849,2026-01-01T00:08:42Z,sensor-006,31.36,good,"zone=1, batch=11"
evt-00003766,2026-01-01T00:08:42Z,sensor-008,7.55,good,"zone=3, batch=15"
evt-00003835,2026-01-01T00:08:42Z,sensor-011,-0.40,good,"zone=4, batch=15"
evt-00002997,2026-01-01T00:08:43Z,sensor-001,26.36,good,"zone=3, batch=11"
evt-00002551,2026-01-01T00:08:43Z,sensor-002,23.86,suspect,"zone=1, batch=10"
evt-00001435,2026-01-01T00:08:43Z,sensor-004,14.02,good,"zone=1, batch=5"
evt-00003938,2026-01-01T00:08:43Z,sensor-004,0.87,good,"zone=1, batch=15"
evt-00004371,2026-01-01T00:08:43Z,sensor-006,13.72,good,"zone=4, batch=17"
evt-00004071,2026-01-01T00:08:43Z,sensor-007,0.27,good,"zone=1, batch=16"
evt-00000487,2026-01-01T00:08:43Z,sensor-008,21.33,suspect,"zone=2, batch=1"
evt-00000533,2026-01-01T00:08:43Z,sensor-009,34.56,good,"zone=2, batch=2"
evt-00004795,2026-01-01T00:08:43Z,sensor-009,-5.74,good,"zone=1, batch=19"
evt-00004143,2026-01-01T00:08:43Z,sensor-010,-1.69,good,"zone=3, batch=16"
evt-00002757,2026-01-01T00:08:43Z,sensor-011,21.25,suspect,"zone=2, batch=11"
evt-00000797,2026-01-01T00:08:44Z,sensor-003,-1.90,good,"zone=1, batch=3"
evt-00001635,2026-01-01T00:08:44Z,sensor-005,15.87,good,"zone=1, batch=6"
evt-00004017,2026-01-01T00:08:44Z,sensor-007,10.72,good,"zone=1, batch=16"
evt-00004948,2026-01-01T00:08:44Z,sensor-010,19.95,suspect,"zone=2, batch=19"
evt-00001173,2026-01-01T00:08:44Z,sensor-011,-10.49,suspect,"zone=1, batch=4"
evt-00000575,2026-01-01T00:08:45Z,sensor-007,-11.91,good,"zone=3, batch=2"
evt-00000232,2026-01-01T00:08:45Z,sensor-008,5.75,good,"zone=1, batch=0"
evt-00003634,2026-01-01T00:08:45Z,sensor-009,0.84,good,"zone=2, batch=14"
evt-00002448,2026-01-01T00:08:45Z,sensor-012,18.68,good,"zone=1, batch=9"
evt-00001795,2026-01-01T00:08:46Z,sensor-001,32.00,suspect,"zone=1, batch=7"
evt-00002952,2026-01-01T00:08:46Z,sensor-001,-3.06,good,"zone=1, batch=11"
evt-00004268,2026-01-01T00:08:46Z,sensor-002,30.21,suspect,"zone=3, batch=17"
evt-00003859,2026-01-01T00:08:46Z,sensor-005,-11.20,good,"zone=3, batch=15"
evt-00000429,2026-01-01T00:08:46Z,sensor-006,33.41,suspect,"zone=2, batch=1"
evt-00003548,2026-01-01T00:08:46Z,sensor-007,27.81,good,"zone=3, batch=14"
evt-00000213,2026-01-01T00:08:46Z,sensor-010,-7.07,good,"zone=2, batch=0"
evt-00002416,2026-01-01T00:08:46Z,sensor-010,14.51,suspect,"zone=4, batch=9"
evt-00001400,2026-01-01T00:08:46Z,sensor-011,26.79,good,"zone=4, batch=5"
evt-00002052,2026-01-01T00:08:47Z,sensor-002,-8.01,good,"zone=3, batch=8"
evt-00002247,2026-01-01T00:08:47Z,sensor-002,5.90,suspect,"zone=2, batch=8"
evt-00003307,2026-01-01T00:08:47Z,sensor-003,35.00,good,"zone=1, batch=13"
evt-00002800,2026-01-01T00:08:47Z,sensor-004,13.11,good,"zone=4, batch=11"
evt-00004097,2026-01-01T00:08:47Z,sensor-006,11.21,good,"zone=4, batch=16"
evt-00001683,2026-01-01T00:08:47Z,sensor-007,-5.64,good,"zone=3, batch=6"
evt-00002057,2026-01-01T00:08:47Z,sensor-008,2.61,good,"zone=1, batch=8"
evt-00000718,2026-01-01T00:08:47Z,sensor-011,10.17,good,"zone=1, batch=2"
evt-00001164,2026-01-01T00:08:47Z,sensor-012,-1.52,good,"zone=1, batch=4"
evt-00004989,2026-01-01T00:08:48Z,sensor-003,22.12,good,"zone=2, batch=19"
evt-00003344,2026-01-01T00:08:48Z,sensor-005,-7.30,good,"zone=4, batch=13"
evt-00004188,2026-01-01T00:08:48Z,sensor-007,35.83,good,"zone=4, batch=16"
evt-00001047,2026-01-01T00:08:48Z,sensor-008,-1.82,good,"zone=1, batch=4"
evt-00001549,2026-01-01T00:08:48Z,sensor-008,-4.50,good,"zone=2, batch=6"
evt-00002031,2026-01-01T00:08:49Z,sensor-001,36.53,good,"zone=4, batch=8"
evt-00004671,2026-01-01T00:08:49Z,sensor-002,32.40,good,"zone=4, batch=18"
evt-00001429,2026-01-01T00:08:49Z,sensor-005,19.91,good,"zone=4, batch=5"
evt-00001918,2026-01-01T00:08:49Z,sensor-005,30.66,suspect,"zone=2, batch=7"
evt-00004056,2026-01-01T00:08:50Z,sensor-001,9.39,suspect,"zone=2, batch=16"
evt-00000697,2026-01-01T00:08:50Z,sensor-005,-4.41,good,"zone=4, batch=2"
evt-00000948,2026-01-01T00:08:50Z,sensor-008,13.03,good,"zone=1, batch=3"
evt-00004082,2026-01-01T00:08:50Z,sensor-009,3.33,good,"zone=3, batch=16"
evt-00004110,2026-01-01T00:08:50Z,sensor-011,17.62,good,"zone=4, batch=16"
evt-00001191,2026-01-01T00:08:51Z,sensor-002,16.41,suspect,"zone=4, batch=4"
evt-00002528,2026-01-01T00:08:51Z,sensor-002,19.41,good,"zone=3, batch=10"
evt-00004690,2026-01-01T00:08:51Z,sensor-003,37.05,good,"zone=2, batch=18"
evt-00001691,2026-01-01T00:08:51Z,sensor-010,16.95,good,"zone=1, batch=6"
evt-00004915,2026-01-01T00:08:52Z,sensor-002,-0.86,good,"zone=4, batch=19"
evt-00003024,2026-01-01T00:08:52Z,sensor-004,37.05,good,"zone=4, batch=12"
evt-00000085,2026-01-01T00:08:52Z,sensor-006,-0.29,good,"zone=4, batch=0"
evt-00001040,2026-01-01T00:08:52Z,sensor-006,21.82,good,"zone=2, batch=4"
evt-00000815,2026-01-01T00:08:52Z,sensor-008,-10.69,good,"zone=1, batch=3"
evt-00001667,2026-01-01T00:08:52Z,sensor-008,26.50,good,"zone=4, batch=6"
evt-00000515,2026-01-01T00:08:52Z,sensor-009,-10.21,good,"zone=4, batch=2"
evt-00001425,2026-01-01T00:08:52Z,sensor-010,36.67,good,"zone=1, batch=5"
evt-00003010,2026-01-01T00:08:52Z,sensor-011,-1.07,good,"zone=4, batch=12"
evt-00004400,2026-01-01T00:08:52Z,sensor-012,3.73,good,"zone=4, batch=17"
evt-00001968,2026-01-01T00:08:53Z,sensor-003,6.06,suspect,"zone=3, batch=7"
evt-00002465,2026-01-01T00:08:53Z,sensor-003,8.60,good,"zone=3, batch=9"
evt-00003846,2026-01-01T00:08:53Z,sensor-005,31.72,suspect,"zone=3, batch=15"
evt-00003014,2026-01-01T00:08:53Z,sensor-007,3.16,suspect,"zone=3, batch=12"
evt-00001385,2026-01-01T00:08:53Z,sensor-008,14.55,good,"zone=4, batch=5"
evt-00004879,2026-01-01T00:08:53Z,sensor-008,8.09,good,"zone=1, batch=19"
evt-00003132,2026-01-01T00:08:53Z,sensor-009,32.12,suspect,"zone=2, batch=12"
evt-00002874,2026-01-01T00:08:53Z,sensor-011,10.14,suspect,"zone=1, batch=11"
evt-00000113,2026-01-01T00:08:54Z,sensor-003,-0.53,good,"zone=1, batch=0"
evt-00003802,2026-01-01T00:08:54Z,sensor-005,28.47,good,"zone=2, batch=15"
evt-00000711,2026-01-01T00:08:54Z,sensor-006,21.50,suspect,"zone=4, batch=2"
evt-00001272,2026-01-01T00:08:54Z,sensor-008,34.27,suspect,"zone=3, batch=5"
evt-00004401,2026-01-01T00:08:54Z,sensor-008,3.33,suspect,"zone=2, batch=17"
evt-00002477,2026-01-01T00:08:54Z,sensor-009,10.89,good,"zone=1, batch=9"
evt-00000965,2026-01-01T00:08:55Z,sensor-001,15.04,good,"zone=1, batch=3"
evt-00002766,2026-01-01T00:08:55Z,sensor-001,5.85,good,"zone=3, batch=11"
evt-00004243,2026-01-01T00:08:55Z,sensor-001,33.57,good,"zone=2, batch=16"
evt-00004912,2026-01-01T00:08:55Z,sensor-007,-10.81,good,"zone=1, batch=19"
evt-00002350,2026-01-01T00:08:55Z,sensor-008,3.21,good,"zone=4, batch=9"
evt-00001134,2026-01-01T00:08:55Z,sensor-010,23.01,suspect,"zone=3, batch=4"
evt-00004122,2026-01-01T00:08:55Z,sensor-010,32.63,suspect,"zone=2, batch=16"
evt-00003526,2026-01-01T00:08:55Z,sensor-012,-3.28,suspect,"zone=2, batch=14"
evt-00001369,2026-01-01T00:08:56Z,sensor-001,30.62,good,"zone=2, batch=5"
evt-00002032,2026-01-01T00:08:56Z,sensor-001,-8.08,good,"zone=1, batch=8"
evt-00000149,2026-01-01T00:08:56Z,sensor-002,24.90,suspect,"zone=3, batch=0"
evt-00000261,2026-01-01T00:08:56Z,sensor-002,11.31,good,"zone=3, batch=1"
evt-00000007,2026-01-01T00:08:56Z,sensor-004,35.17,good,"zone=2, batch=0"
evt-00000163,2026-01-01T00:08:56Z,sensor-004,11.58,good,"zone=2, batch=0"
evt-00002525,2026-01-01T00:08:56Z,sensor-004,34.29,good,"zone=4, batch=10"
evt-00003192,2026-01-01T00:08:56Z,sensor-005,-10.93,good,"zone=1, batch=12"
evt-00002246,2026-01-01T00:08:56Z,sensor-007,27.70,suspect,"zone=1, batch=8"
evt-00004787,2026-01-01T00:08:56Z,sensor-007,7.97,suspect,"zone=3, batch=19"
evt-00002383,2026-01-01T00:08:57Z,sensor-002,32.06,good,"zone=2, batch=9"
evt-00004489,2026-01-01T00:08:57Z,sensor-006,8.85,suspect,"zone=4, batch=17"
evt-00000929,2026-01-01T00:08:57Z,sensor-007,-8.41,good,"zone=4, batch=3"
evt-00000340,2026-01-01T00:08:57Z,sensor-010,36.47,suspect,"zone=1, batch=1"
evt-00003879,2026-01-01T00:08:57Z,sensor-010,14.51,good,"zone=3, batch=15"
evt-00004663,2026-01-01T00:08:57Z,sensor-012,-9.86,good,"zone=2, batch=18"
evt-00003732,2026-01-01T00:08:58Z,sensor-001,31.74,good,"zone=2, batch=14"
evt-00004572,2026-01-01T00:08:58Z,sensor-002,16.70,good,"zone=2, batch=18"
evt-00003565,2026-01-01T00:08:58Z,sensor-003,-7.18,good,"zone=2, batch=14"
evt-00000611,2026-01-01T00:08:58Z,sensor-004,-3.48,suspect,"zone=3, batch=2"
evt-00003801,2026-01-01T00:08:58Z,sensor-004,34.67,good,"zone=3, batch=15"
evt-00003843,2026-01-01T00:08:58Z,sensor-005,-11.96,good,"zone=1, batch=15"
evt-00001618,2026-01-01T00:08:58Z,sensor-009,19.12,good,"zone=3, batch=6"
evt-00004397,2026-01-01T00:08:58Z,sensor-010,3.83,suspect,"zone=2, batch=17"
evt-00003234,2026-01-01T00:08:58Z,sensor-012,13.86,good,"zone=3, batch=12"
evt-00004934,2026-01-01T00:08:58Z,sensor-012,-0.60,good,"zone=2, batch=19"
evt-00003062,2026-01-01T00:08:59Z,sensor-004,13.47,suspect,"zone=4, batch=12"
evt-00003370,2026-01-01T00:08:59Z,sensor-004,27.70,good,"zone=2, batch=13"
evt-00000127,2026-01-01T00:08:59Z,sensor-005,20.30,good,"zone=3, batch=0"
evt-00004596,2026-01-01T00:08:59Z,sensor-005,-11.90,suspect,"zone=2, batch=18"
evt-00002927,2026-01-01T00:08:59Z,sensor-006,22.32,good,"zone=3, batch=11"
evt-00003097,2026-01-01T00:08:59Z,sensor-007,4.70,good,"zone=3, batch=12"
evt-00003011,2026-01-01T00:08:59Z,sensor-009,20.56,suspect,"zone=2, batch=12"
evt-00003422,2026-01-01T00:08:59Z,sensor-010,10.41,good,"zone=1, batch=13"
evt-00000559,2026-01-01T00:09:00Z,sensor-003,-2.83,good,"zone=2, batch=2"
evt-00003068,2026-01-01T00:09:00Z,sensor-004,7.85,good,"zone=4, batch=12"
evt-00004127,2026-01-01T00:09:00Z,sensor-008,-6.62,suspect,"zone=4, batch=16"
evt-00003478,2026-01-01T00:09:00Z,sensor-009,0.01,suspect,"zone=4, batch=13"
evt-00004593,2026-01-01T00:09:01Z,sensor-003,22.92,good,"zone=1, batch=18"
evt-00000013,2026-01-01T00:09:01Z,sensor-006,-7.58,good,"zone=1, batch=0"
evt-00000554,2026-01-01T00:09:01Z,sensor-006,12.94,good,"zone=1, batch=2"
evt-00001214,2026-01-01T00:09:01Z,sensor-006,36.17,good,"zone=2, batch=4"
evt-00000989,2026-01-01T00:09:02Z,sensor-005,-2.57,good,"zone=3, batch=3"
evt-00001944,2026-01-01T00:09:02Z,sensor-005,20.91,good,"zone=1, batch=7"
evt-00001103,2026-01-01T00:09:02Z,sensor-006,-5.63,good,"zone=4, batch=4"
evt-00003073,2026-01-01T00:09:02Z,sensor-007,22.42,suspect,"zone=1, batch=12"
evt-00002744,2026-01-01T00:09:02Z,sensor-009,-1.69,good,"zone=2, batch=10"
evt-00004840,2026-01-01T00:09:03Z,sensor-001,0.60,suspect,"zone=2, batch=19"
evt-00004202,2026-01-01T00:09:03Z,sensor-002,33.80,suspect,"zone=3, batch=16"
evt-00000641,2026-01-01T00:09:03Z,sensor-003,14.47,suspect,"zone=2, batch=2"
evt-00001308,2026-01-01T00:09:03Z,sensor-003,-10.50,good,"zone=3, batch=5"
evt-00002532,2026-01-01T00:09:03Z,sensor-005,13.09,good,"zone=3, batch=10"
evt-00003876,2026-01-01T00:09:03Z,sensor-008,32.69,suspect,"zone=4, batch=15"
evt-00000065,2026-01-01T00:09:03Z,sensor-009,5.33,suspect,"zone=2, batch=0"
evt-00000509,2026-01-01T00:09:04Z,sensor-002,35.68,good,"zone=3, batch=2"
evt-00001433,2026-01-01T00:09:04Z,sensor-004,3.27,good,"zone=1, batch=5"
evt-00001656,2026-01-01T00:09:04Z,sensor-004,-1.25,good,"zone=1, batch=6"
evt-00002156,2026-01-01T00:09:04Z,sensor-011,13.46,good,"zone=1, batch=8"
evt-00001067,2026-01-01T00:09:05Z,sensor-001,0.87,good,"zone=1, batch=4"
evt-00002748,2026-01-01T00:09:05Z,sensor-001,35.87,suspect,"zone=3, batch=10"
evt-00004308,2026-01-01T00:09:05Z,sensor-001,8.48,good,"zone=1, batch=17"
evt-00003445,2026-01-01T00:09:05Z,sensor-003,15.93,good,"zone=4, batch=13"
evt-00002296,2026-01-01T00:09:05Z,sensor-010,1.92,good,"zone=4, batch=9"
evt-00000215,2026-01-01T00:09:05Z,sensor-012,9.95,good,"zone=1, batch=0"
evt-00003692,2026-01-01T00:09:05Z,sensor-012,19.73,good,"zone=1, batch=14"
evt-00004988,2026-01-01T00:09:06Z,sensor-003,33.73,good,"zone=4, batch=19"
evt-00003404,2026-01-01T00:09:06Z,sensor-006,4.23,good,"zone=1, batch=13"
evt-00002604,2026-01-01T00:09:06Z,sensor-011,4.39,good,"zone=2, batch=10"
evt-00001716,2026-01-01T00:09:06Z,sensor-012,-0.01,good,"zone=4, batch=6"
evt-00001330,2026-01-01T00:09:07Z,sensor-004,-9.61,good,"zone=3, batch=5"
evt-00004409,2026-01-01T00:09:07Z,sensor-005,-7.49,good,"zone=3, batch=17"
evt-00004869,2026-01-01T00:09:07Z,sensor-007,-5.49,good,"zone=4, batch=19"
evt-00004627,2026-01-01T00:09:07Z,sensor-012,33.17,good,"zone=3, batch=18"
evt-00002436,2026-01-01T00:09:08Z,sensor-008,12.28,good,"zone=4, batch=9"
evt-00004981,2026-01-01T00:09:09Z,sensor-001,11.95,good,"zone=2, batch=19"
evt-00001898,2026-01-01T00:09:09Z,sensor-004,-11.37,suspect,"zone=3, batch=7"
evt-00001979,2026-01-01T00:09:09Z,sensor-005,12.77,suspect,"zone=2, batch=7"
evt-00003811,2026-01-01T00:09:09Z,sensor-006,37.10,good,"zone=4, batch=15"
evt-00000968,2026-01-01T00:09:09Z,sensor-011,27.88,good,"zone=1, batch=3"
evt-00003861,2026-01-01T00:09:09Z,sensor-011,1.88,good,"zone=2, batch=15"
evt-00003673,2026-01-01T00:09:10Z,sensor-001,9.00,good,"zone=2, batch=14"
evt-00003902,2026-01-01T00:09:10Z,sensor-001,-6.15,good,"zone=3, batch=15"
evt-00003056,2026-01-01T00:09:10Z,sensor-006,28.27,suspect,"zone=1, batch=12"
evt-00001949,2026-01-01T00:09:10Z,sensor-008,19.09,good,"zone=3, batch=7"
evt-00000183,2026-01-01T00:09:10Z,sensor-011,-10.78,suspect,"zone=4, batch=0"
evt-00002388,2026-01-01T00:09:10Z,sensor-011,27.29,good,"zone=3, batch=9"
evt-00003168,2026-01-01T00:09:10Z,sensor-012,24.19,suspect,"zone=1, batch=12"
evt-00000408,2026-01-01T00:09:11Z,sensor-003,8.18,suspect,"zone=4, batch=1"
evt-00003219,2026-01-01T00:09:11Z,sensor-003,0.05,good,"zone=1, batch=12"
evt-00002797,2026-01-01T00:09:11Z,sensor-004,7.22,good,"zone=2, batch=11"
evt-00004539,2026-01-01T00:09:11Z,sensor-005,-7.55,suspect,"zone=1, batch=18"
evt-00004805,2026-01-01T00:09:11Z,sensor-005,-0.20,suspect,"zone=1, batch=19"
evt-00004160,2026-01-01T00:09:11Z,sensor-006,26.45,suspect,"zone=1, batch=16"
evt-00004475,2026-01-01T00:09:11Z,sensor-007,21.40,good,"zone=4, batch=17"
evt-00004040,2026-01-01T00:09:12Z,sensor-004,32.12,good,"zone=1, batch=16"
evt-00004648,2026-01-01T00:09:12Z,sensor-007,7.06,good,"zone=2, batch=18"
evt-00002823,2026-01-01T00:09:12Z,sensor-008,30.49,good,"zone=1, batch=11"
evt-00004576,2026-01-01T00:09:12Z,sensor-009,-9.68,good,"zone=3, batch=18"
evt-00000295,2026-01-01T00:09:12Z,sensor-011,26.21,good,"zone=4, batch=1"
evt-00003862,2026-01-01T00:09:12Z,sensor-012,-4.33,good,"zone=2, batch=15"
evt-00003368,2026-01-01T00:09:13Z,sensor-001,4.92,good,"zone=2, batch=13"
evt-00004369,2026-01-01T00:09:13Z,sensor-001,23.56,suspect,"zone=2, batch=17"
evt-00002916,2026-01-01T00:09:13Z,sensor-003,8.93,good,"zone=2, batch=11"
evt-00000048,2026-01-01T00:09:13Z,sensor-005,6.02,good,"zone=3, batch=0"
evt-00002864,2026-01-01T00:09:13Z,sensor-007,6.45,suspect,"zone=3, batch=11"
evt-00001273,2026-01-01T00:09:13Z,sensor-009,-7.07,suspect,"zone=3, batch=5"
evt-00003966,2026-01-01T00:09:13Z,sensor-012,-3.08,suspect,"zone=1, batch=15"
evt-00000319,2026-01-01T00:09:14Z,sensor-003,21.54,good,"zone=2, batch=1"
evt-00004129,2026-01-01T00:09:14Z,sensor-005,36.49,good,"zone=2, batch=16"
evt-00000627,2026-01-01T00:09:14Z,sensor-008,18.27,good,"zone=3, batch=2"
